Marca,Modello,Versione,Prezzo,Lunghezza,Larghezza,Altezza,Posti,Bagagliaio,Garanzia,Motorizzazione,Cilindrata cm³,Cilindri,Potenza CV/KW,Potenza termico CV/KW,Potenza omologata CV/KW,Coppia Nm,Velocità max km/h,Consumo medio l/100 km,Consumo medio kWh/100 km,Emissioni,Peso kg,Autonomia km,Capacità batteria kWh
Volvo,ES90,Twin Motor Performance Ultra,98.070,500,194,155,5,ant. 22post. 446/1256,3/100.000,elettrica,nd,nd,680 CV/500 KW,nd,nd,870,180,nd,"17,1 kWh/100 km",0 G/KM,2.553,700,102
Volvo,ES90,Twin Motor Ultra,92.670,500,194,155,5,ant. 22post. 446/1256,3/100.000,elettrica,nd,nd,449 CV/330 KW,nd,nd,670,180,nd,"17,1 kWh/100 km",0 G/KM,2.553,700,102
Volvo,EX30,Single Motor Core,37.700,423,184,155,5,ant. 7post. 318/1000,3/100.000,elettrica,nd,nd,272 CV/200 KW,nd,102 CV/75 KW,343,180,nd,17 kWh/100 km,0 G/KM,1.765,339,49
Volvo,EX30,Single Motor Essential,36.350,423,184,155,5,ant. 7post. 318/1000,3/100.000,elettrica,nd,nd,272 CV/200 KW,nd,102 CV/75 KW,343,180,nd,17 kWh/100 km,0 G/KM,1.765,339,49
Volvo,EX30,Single Motor Extended Range Core,42.950,423,184,155,5,ant. 7post. 318/1000,3/100.000,elettrica,nd,nd,272 CV/200 KW,nd,102 CV/75 KW,343,180,nd,17 kWh/100 km,0 G/KM,1.775,476,65
Volvo,EX30,Single Motor Extended Range Plus,45.750,423,184,155,5,ant. 7post. 318/1000,3/100.000,elettrica,nd,nd,272 CV/200 KW,nd,102 CV/75 KW,343,180,nd,17 kWh/100 km,0 G/KM,1.775,476,65
Volvo,EX30,Single Motor Extended Range Ultra,49.650,423,184,155,5,ant. 7post. 318/1000,3/100.000,elettrica,nd,nd,272 CV/200 KW,nd,102 CV/75 KW,343,180,nd,17 kWh/100 km,0 G/KM,1.775,476,65
Volvo,EX30,Single Motor Plus,40.300,423,184,155,5,ant. 7post. 318/1000,3/100.000,elettrica,nd,nd,272 CV/200 KW,nd,102 CV/75 KW,343,180,nd,17 kWh/100 km,0 G/KM,1.765,339,49
Volvo,EX30,Twin Motor Performance Plus,48.900,423,184,155,5,ant. 7post. 318/1000,3/100.000,elettrica,nd,nd,428 CV/315 KW,nd,158 CV/116 KW,543,180,nd,"17,5 kWh/100 km",0 G/KM,1.885,450,65
Volvo,EX30,Twin Motor Performance Ultra,52.350,423,184,155,5,ant. 7post. 318/1000,3/100.000,elettrica,nd,nd,428 CV/315 KW,nd,158 CV/116 KW,543,180,nd,"17,5 kWh/100 km",0 G/KM,1.885,450,65
Volvo,EX30 Cross Country,Twin Motor Performance Ultra,54.400,423,184,157,5,ant. 7post. 318/1000,3/100.000,elettrica,nd,nd,428 CV/315 KW,nd,158 CV/116 KW,543,180,nd,"18,7 kWh/100 km",0 G/KM,1.885,427,65
Volvo,EX40,Single Motor Core,51.350,444,186,165,5,ant. 31post. 410/1286,3/100.000,elettrica,nd,nd,238 CV/175 KW,nd,137 CV/101 KW,420,180,nd,"17,1 kWh/100 km",0 G/KM,1.965,479,67
Volvo,EX40,Single Motor Extended Range Core,54.150,444,186,165,5,ant. 31post. 410/1286,3/100.000,elettrica,nd,nd,252 CV/185 KW,nd,174 CV/128 KW,420,180,nd,"16,6 kWh/100 km",0 G/KM,2.000,575,79
Volvo,EX40,Single Motor Extended Range Plus,57.950,444,186,165,5,ant. 31post. 410/1286,3/100.000,elettrica,nd,nd,252 CV/185 KW,nd,174 CV/128 KW,420,180,nd,"16,6 kWh/100 km",0 G/KM,2.000,575,79
Volvo,EX40,Single Motor Extended Range Plus Black Edition,59.850,444,186,165,5,ant. 31post. 410/1286,3/100.000,elettrica,nd,nd,252 CV/185 KW,nd,174 CV/128 KW,420,180,nd,"16,6 kWh/100 km",0 G/KM,2.000,575,79
Volvo,EX40,Single Motor Extended Range Ultra,61.150,444,186,165,5,ant. 31post. 410/1286,3/100.000,elettrica,nd,nd,252 CV/185 KW,nd,174 CV/128 KW,420,180,nd,"16,6 kWh/100 km",0 G/KM,2.000,575,79
Volvo,EX40,Single Motor Extended Range Ultra Black Edition,62.450,444,186,165,5,ant. 31post. 410/1286,3/100.000,elettrica,nd,nd,252 CV/185 KW,nd,174 CV/128 KW,420,180,nd,"16,6 kWh/100 km",0 G/KM,2.000,575,79
Volvo,EX40,Single Motor Plus,55.150,444,186,165,5,ant. 31post. 410/1286,3/100.000,elettrica,nd,nd,238 CV/175 KW,nd,137 CV/101 KW,420,180,nd,"17,1 kWh/100 km",0 G/KM,1.965,479,67
Volvo,EX40,Twin Motor Plus AWD,61.350,444,186,165,5,ant. 31post. 410/1286,3/100.000,elettrica,nd,nd,408 CV/300 KW,nd,249 CV/183 KW,670,180,nd,"17,6 kWh/100 km",0 G/KM,2.095,538,79
Volvo,EX40,Twin Motor Plus Black Edition AWD,63.250,444,186,165,5,ant. 31post. 410/1286,3/100.000,elettrica,nd,nd,408 CV/300 KW,nd,249 CV/183 KW,670,180,nd,"17,6 kWh/100 km",0 G/KM,2.095,538,79
Volvo,EX40,Twin Motor Ultra AWD,64.550,444,186,165,5,ant. 31post. 410/1286,3/100.000,elettrica,nd,nd,408 CV/300 KW,nd,249 CV/183 KW,670,180,nd,"17,6 kWh/100 km",0 G/KM,2.095,538,79
Volvo,EX40,Twin Motor Ultra Black Edition AWD,65.850,444,186,165,5,ant. 31post. 410/1286,3/100.000,elettrica,nd,nd,408 CV/300 KW,nd,249 CV/183 KW,670,180,nd,"17,6 kWh/100 km",0 G/KM,2.095,538,79
Volvo,EX90,Single Motor Core,85.250,504,196,174,7,ant. 46post. 310/1915,3/100.000,elettrica,nd,nd,279 CV/205 KW,nd,170 CV/125 KW,490,180,nd,"18,5 kWh/100 km",0 G/KM,2.562,591,101
Volvo,EX90,Single Motor Plus,89.700,504,196,174,7,ant. 46post. 310/1915,3/100.000,elettrica,nd,nd,279 CV/205 KW,nd,170 CV/125 KW,490,180,nd,"18,5 kWh/100 km",0 G/KM,2.562,591,101
Volvo,EX90,Twin Motor Core,91.150,504,196,174,7,ant. 46post. 310/1915,3/100.000,elettrica,nd,nd,408 CV/300 KW,nd,321 CV/236 KW,770,180,nd,"20,6 kWh/100 km",0 G/KM,2.704,602,107
Volvo,EX90,Twin Motor Performance Plus,100.650,504,196,174,7,ant. 46post. 310/1915,3/100.000,elettrica,nd,nd,517 CV/380 KW,nd,343 CV/252 KW,910,180,nd,"20,7 kWh/100 km",0 G/KM,2.712,602,107
Volvo,EX90,Twin Motor Performance Ultra,107.250,504,196,174,7,ant. 46post. 310/1915,3/100.000,elettrica,nd,nd,517 CV/380 KW,nd,343 CV/252 KW,910,180,nd,"20,7 kWh/100 km",0 G/KM,2.712,602,107
Volvo,EX90,Twin Motor Plus,95.600,504,196,174,7,ant. 46post. 310/1915,3/100.000,elettrica,nd,nd,408 CV/300 KW,nd,321 CV/236 KW,770,180,nd,"20,6 kWh/100 km",0 G/KM,2.704,602,107
Volvo,EX90,Twin Motor Ultra,102.200,504,196,174,7,ant. 46post. 310/1915,3/100.000,elettrica,nd,nd,408 CV/300 KW,nd,321 CV/236 KW,770,180,nd,"20,6 kWh/100 km",0 G/KM,2.704,602,107
Volvo,S60,B4 Core,48.500,478,185,143,5,442/n.d.,2/illimitati,ibrida benzina MHEV,1.969,4,197 CV/145 KW,nd,nd,300,180,"6,1 l/100 Km",nd,138 G/KM,1.639,nd,nd
Volvo,S60,B4 Plus,52.400,478,185,143,5,442/n.d.,2/illimitati,ibrida benzina MHEV,1.969,4,197 CV/145 KW,nd,nd,300,180,"6,1 l/100 Km",nd,138 G/KM,1.639,nd,nd
Volvo,S60,B4 Ultimate,58.550,478,185,143,5,442/n.d.,2/illimitati,ibrida benzina MHEV,1.969,4,197 CV/145 KW,nd,nd,300,180,"6,1 l/100 Km",nd,138 G/KM,1.639,nd,nd
Volvo,S60,B5 Ultimate AWD,63.250,478,185,143,5,442/n.d.,2/illimitati,ibrida benzina MHEV,1.969,4,250 CV/184 KW,nd,nd,350,180,"7,2 l/100 Km",nd,163 G/KM,1.757,nd,nd
Volvo,S60,T8 Plus AWD,65.400,478,185,143,5,442/n.d.,2/illimitati,plug-in benzina PHEV,1.969,4,310 CV/228 KW,nd,nd,400,180,nd,nd,16 G/KM,1.964,91,nd
Volvo,S60,T8 Ultimate AWD,70.800,478,185,143,5,442/n.d.,2/illimitati,plug-in benzina PHEV,1.969,4,310 CV/228 KW,nd,nd,400,180,nd,nd,16 G/KM,1.964,91,nd
Volvo,V60,B4 Core,50.550,478,185,143,5,519/1431,2/illimitati,ibrida benzina MHEV,1.969,4,197 CV/145 KW,nd,nd,300,180,"6,2 l/100 Km",nd,140 G/KM,1.659,nd,nd
Volvo,V60,B4 Essential,49.050,478,185,143,5,519/1431,2/illimitati,ibrida benzina MHEV,1.969,4,197 CV/145 KW,nd,nd,300,180,"6,2 l/100 Km",nd,140 G/KM,1.659,nd,nd
Volvo,V60,B4 Plus,55.450,478,185,143,5,519/1431,2/illimitati,ibrida benzina MHEV,1.969,4,197 CV/145 KW,nd,nd,300,180,"6,2 l/100 Km",nd,140 G/KM,1.659,nd,nd
Volvo,V60,B4 Ultra,61.400,478,185,143,5,519/1431,2/illimitati,ibrida benzina MHEV,1.969,4,197 CV/145 KW,nd,nd,300,180,"6,2 l/100 Km",nd,140 G/KM,1.659,nd,nd
Volvo,V60,T6 Plus AWD,67.050,478,185,143,5,519/1431,2/illimitati,plug-in benzina PHEV,1.969,4,349 CV/257 KW,253 CV/186 KW,nd,659,180,nd,nd,17 G/KM,1.989,91,nd
Volvo,V60,T6 Ultra AWD,72.250,478,185,143,5,519/1431,2/illimitati,plug-in benzina PHEV,1.969,4,349 CV/257 KW,253 CV/186 KW,nd,659,180,nd,nd,17 G/KM,1.989,91,nd
Volvo,V60,T8 Plus AWD,71.850,478,185,143,5,519/1431,2/illimitati,plug-in benzina PHEV,1.969,4,455 CV/335 KW,310 CV/228 KW,nd,709,180,nd,nd,17 G/KM,1.989,91,nd
Volvo,V60,T8 Ultra AWD,76.250,478,185,143,5,519/1431,2/illimitati,plug-in benzina PHEV,1.969,4,455 CV/335 KW,310 CV/228 KW,nd,709,180,nd,nd,17 G/KM,1.989,91,nd
Volvo,V60 Cross Country,B4 Core AWD,56.400,479,185,150,5,519/1431,2/illimitati,ibrida gasolio MHEV,1.969,4,197 CV/145 KW,nd,nd,420,180,"5,9 l/100 Km",nd,155 G/KM,1.849,nd,nd
Volvo,V60 Cross Country,B4 Plus AWD,59.150,479,185,150,5,519/1431,2/illimitati,ibrida gasolio MHEV,1.969,4,197 CV/145 KW,nd,nd,420,180,"5,9 l/100 Km",nd,155 G/KM,1.849,nd,nd
Volvo,V60 Cross Country,B4 Ultimate AWD,65.400,479,185,150,5,519/1431,2/illimitati,ibrida gasolio MHEV,1.969,4,197 CV/145 KW,nd,nd,420,180,"5,9 l/100 Km",nd,155 G/KM,1.849,nd,nd
Volvo,V60 Cross Country,B5 Core AWD,58.300,479,185,150,5,519/1431,2/illimitati,ibrida benzina MHEV,1.969,4,250 CV/184 KW,nd,nd,350,180,"7,4 l/100 Km",nd,167 G/KM,1.811,nd,nd
Volvo,V60 Cross Country,B5 Plus AWD,61.050,479,185,150,5,519/1431,2/illimitati,ibrida benzina MHEV,1.969,4,250 CV/184 KW,nd,nd,350,180,"7,4 l/100 Km",nd,167 G/KM,1.811,nd,nd
Volvo,V60 Cross Country,B5 Ultimate AWD,67.300,479,185,150,5,519/1431,2/illimitati,ibrida benzina MHEV,1.969,4,250 CV/184 KW,nd,nd,350,180,"7,4 l/100 Km",nd,167 G/KM,1.811,nd,nd
Volvo,V90,T6 Plus AWD,79.050,495,188,146,5,551/1517,2/illimitati,plug-in benzina PHEV,1.969,4,349 CV/257 KW,253 CV/186 KW,nd,659,180,nd,nd,18 G/KM,2.000,87,nd
Volvo,V90,T6 Ultra AWD,82.950,495,188,146,5,551/1517,2/illimitati,plug-in benzina PHEV,1.969,4,349 CV/257 KW,253 CV/186 KW,nd,659,180,nd,nd,18 G/KM,2.000,87,nd
Volvo,V90,T8 Plus AWD,83.050,495,188,146,5,551/1517,2/illimitati,plug-in benzina PHEV,1.969,4,455 CV/335 KW,310 CV/228 KW,nd,709,180,nd,nd,18 G/KM,2.000,87,nd
Volvo,V90,T8 Ultra AWD,86.950,495,188,146,5,551/1517,2/illimitati,plug-in benzina PHEV,1.969,4,455 CV/335 KW,310 CV/228 KW,nd,709,180,nd,nd,18 G/KM,2.000,87,nd
Volvo,XC40,B3 Core,43.700,444,186,165,5,443/1319,2/illimitati,ibrida benzina MHEV,1.969,4,163 CV/120 KW,nd,nd,265,180,"6,5 l/100 Km",nd,148 G/KM,1.613,nd,nd
Volvo,XC40,B3 Essential,41.250,444,186,165,5,443/1319,2/illimitati,ibrida benzina MHEV,1.969,4,163 CV/120 KW,nd,nd,265,180,"6,5 l/100 Km",nd,148 G/KM,1.613,nd,nd
Volvo,XC40,B3 Plus,46.400,444,186,165,5,443/1319,2/illimitati,ibrida benzina MHEV,1.969,4,163 CV/120 KW,nd,nd,265,180,"6,5 l/100 Km",nd,148 G/KM,1.613,nd,nd
Volvo,XC40,B3 Plus Black Edition,48.200,444,186,165,5,443/1319,2/illimitati,ibrida benzina MHEV,1.969,4,163 CV/120 KW,nd,nd,265,180,"6,5 l/100 Km",nd,148 G/KM,1.613,nd,nd
Volvo,XC40,B3 Ultra,49.200,444,186,165,5,443/1319,2/illimitati,ibrida benzina MHEV,1.969,4,163 CV/120 KW,nd,nd,265,180,"6,5 l/100 Km",nd,148 G/KM,1.613,nd,nd
Volvo,XC40,B3 Ultra Black Edition,50.500,444,186,165,5,443/1319,2/illimitati,ibrida benzina MHEV,1.969,4,163 CV/120 KW,nd,nd,265,180,"6,5 l/100 Km",nd,148 G/KM,1.613,nd,nd
Volvo,XC40,B4 Core,47.200,444,186,165,5,443/1319,2/illimitati,ibrida benzina MHEV,1.969,4,197 CV/145 KW,nd,nd,300,180,"6,5 l/100 Km",nd,149 G/KM,1.613,nd,nd
Volvo,XC40,B4 Plus,49.900,444,186,165,5,443/1319,2/illimitati,ibrida benzina MHEV,1.969,4,197 CV/145 KW,nd,nd,300,180,"6,5 l/100 Km",nd,149 G/KM,1.613,nd,nd
Volvo,XC40,B4 Plus Black Edition,51.700,444,186,165,5,443/1319,2/illimitati,ibrida benzina MHEV,1.969,4,197 CV/145 KW,nd,nd,300,180,"6,5 l/100 Km",nd,149 G/KM,1.613,nd,nd
Volvo,XC40,B4 Ultra,52.700,444,186,165,5,443/1319,2/illimitati,ibrida benzina MHEV,1.969,4,197 CV/145 KW,nd,nd,300,180,"6,5 l/100 Km",nd,149 G/KM,1.613,nd,nd
Volvo,XC40,B4 Ultra Black Edition,54.000,444,186,165,5,443/1319,2/illimitati,ibrida benzina MHEV,1.969,4,197 CV/145 KW,nd,nd,300,180,"6,5 l/100 Km",nd,149 G/KM,1.613,nd,nd
Volvo,XC60,B5 Core,58.500,471,190,166,5,468-483/1528-1543,2/illimitati,ibrida benzina MHEV,1.969,4,250 CV/184 KW,nd,nd,360,180,"7,5 l/100 Km",nd,169 G/KM,1.825,nd,nd
Volvo,XC60,B5 Plus,64.400,471,190,166,5,468-483/1528-1543,2/illimitati,ibrida benzina MHEV,1.969,4,250 CV/184 KW,nd,nd,360,180,"7,5 l/100 Km",nd,169 G/KM,1.825,nd,nd
Volvo,XC60,B5 Plus Black Edition,67.100,471,190,166,5,468-483/1528-1543,2/illimitati,ibrida benzina MHEV,1.969,4,250 CV/184 KW,nd,nd,360,180,"7,5 l/100 Km",nd,169 G/KM,1.825,nd,nd
Volvo,XC60,B5 Ultra,70.000,471,190,166,5,468-483/1528-1543,2/illimitati,ibrida benzina MHEV,1.969,4,250 CV/184 KW,nd,nd,360,180,"7,5 l/100 Km",nd,169 G/KM,1.825,nd,nd
Volvo,XC60,B5 Ultra Black Edition,72.000,471,190,166,5,468-483/1528-1543,2/illimitati,ibrida benzina MHEV,1.969,4,250 CV/184 KW,nd,nd,360,180,"7,5 l/100 Km",nd,169 G/KM,1.825,nd,nd
Volvo,XC60,T6 Core,64.900,471,190,166,5,468-483/1528-1543,2/illimitati,plug-in benzina PHEV,1.969,4,349 CV/257 KW,253 CV/186 KW,nd,659,180,nd,nd,22 G/KM,2.011,80,nd
Volvo,XC60,T6 Essential,63.600,471,190,166,5,468-483/1528-1543,2/illimitati,plug-in benzina PHEV,1.969,4,349 CV/257 KW,253 CV/186 KW,nd,659,180,nd,nd,22 G/KM,2.011,80,nd
Volvo,XC60,T6 Plus,70.500,471,190,166,5,468-483/1528-1543,2/illimitati,plug-in benzina PHEV,1.969,4,349 CV/257 KW,253 CV/186 KW,nd,659,180,nd,nd,22 G/KM,2.011,80,nd
Volvo,XC60,T6 Plus Black Edition,73.100,471,190,166,5,468-483/1528-1543,2/illimitati,plug-in benzina PHEV,1.969,4,349 CV/257 KW,253 CV/186 KW,nd,659,180,nd,nd,22 G/KM,2.011,80,nd
Volvo,XC60,T6 Ultra,75.300,471,190,166,5,468-483/1528-1543,2/illimitati,plug-in benzina PHEV,1.969,4,349 CV/257 KW,253 CV/186 KW,nd,659,180,nd,nd,22 G/KM,2.011,80,nd
Volvo,XC60,T6 Ultra Black Edition,77.300,471,190,166,5,468-483/1528-1543,2/illimitati,plug-in benzina PHEV,1.969,4,349 CV/257 KW,253 CV/186 KW,nd,659,180,nd,nd,22 G/KM,2.011,80,nd
Volvo,XC60,T8 Plus,74.000,471,190,166,5,468-483/1528-1543,2/illimitati,plug-in benzina PHEV,1.969,4,455 CV/335 KW,310 CV/228 KW,nd,709,180,nd,nd,22 G/KM,2.011,80,nd
Volvo,XC60,T8 Plus Black Edition,76.600,471,190,166,5,468-483/1528-1543,2/illimitati,plug-in benzina PHEV,1.969,4,455 CV/335 KW,310 CV/228 KW,nd,709,180,nd,nd,22 G/KM,2.011,80,nd
Volvo,XC60,T8 Polestar Engineered,88.450,471,190,166,5,468-483/1528-1543,2/illimitati,plug-in benzina PHEV,1.969,4,455 CV/335 KW,310 CV/228 KW,nd,709,180,nd,nd,22 G/KM,2.011,80,nd
Volvo,XC60,T8 Ultra,78.800,471,190,166,5,468-483/1528-1543,2/illimitati,plug-in benzina PHEV,1.969,4,455 CV/335 KW,310 CV/228 KW,nd,709,180,nd,nd,22 G/KM,2.011,80,nd
Volvo,XC60,T8 Ultra Black Edition,80.700,471,190,166,5,468-483/1528-1543,2/illimitati,plug-in benzina PHEV,1.969,4,455 CV/335 KW,310 CV/228 KW,nd,709,180,nd,nd,22 G/KM,2.011,80,nd
Volvo,XC90,B5 Core AWD,81.200,495,192,177,7,262-302/1816-1856,2/illimitati,ibrida benzina MHEV,1.969,4,250 CV/184 KW,nd,nd,360,180,"8,5 l/100 Km",nd,191 G/KM,2.005,nd,nd
Volvo,XC90,B5 Plus AWD,84.250,495,192,177,7,262-302/1816-1856,2/illimitati,ibrida benzina MHEV,1.969,4,250 CV/184 KW,nd,nd,360,180,"8,5 l/100 Km",nd,191 G/KM,2.005,nd,nd
Volvo,XC90,B5 Ultra AWD,90.000,495,192,177,7,262-302/1816-1856,2/illimitati,ibrida benzina MHEV,1.969,4,250 CV/184 KW,nd,nd,360,180,"8,5 l/100 Km",nd,191 G/KM,2.005,nd,nd
Volvo,XC90,T8 Core AWD,93.400,495,192,177,7,262-302/1816-1856,2/illimitati,plug-in benzina PHEV,1.969,4,455 CV/335 KW,310 CV/228 KW,nd,709,180,nd,nd,30 G/KM,2.222,71,nd
Volvo,XC90,T8 Plus AWD,96.450,495,192,177,7,262-302/1816-1856,2/illimitati,plug-in benzina PHEV,1.969,4,455 CV/335 KW,310 CV/228 KW,nd,709,180,nd,nd,30 G/KM,2.222,71,nd
Volvo,XC90,T8 Ultra AWD,101.000,495,192,177,7,262-302/1816-1856,2/illimitati,plug-in benzina PHEV,1.969,4,455 CV/335 KW,310 CV/228 KW,nd,709,180,nd,nd,30 G/KM,2.222,71,nd
XEV,YoYo,7.5 kW,16.990,253,150,156,2,180,3/100.000,elettrica,nd,nd,10 CV/8 KW,nd,nd,nd,90,nd,n.d. kWh/100 km,0 G/KM,nd,150,10
XEV,YoYo,7.5 kW Pro,17.990,253,150,156,2,180,3/100.000,elettrica,nd,nd,10 CV/8 KW,nd,nd,nd,90,nd,n.d. kWh/100 km,0 G/KM,nd,150,10
